sample_id,af_id,source_dataset,article_id,fact,llm_covered,llm_supporting_span,module_keep,module_reasoning,lay_summary,human_covered,human_notes
exp2_human_062,exp2_elife_003_af_0105,eLife,exp2_elife_003,"Arterioles routinely showed a temporally asymmetric waveform indicating a bolus pressure wave followed by relaxation of vascular compliance, with an arteriole asymmetry index (AI) of 2.8.",False,"And, by tracking millions of cells at a time, it can reveal how the pressure wave of the blood changes with each beat of the heart.",False,"This fact is a technical description of waveform asymmetry and includes a specific quantitative index, which is too detailed and specialized for a lay summary and unlikely to be central to the main narrative for non-specialists.","The magical twinkling of the night sky is actually the result of imperfections in Earth's atmosphere . Turbulence in the air distorts the light as it passes through , causing it to bend , which blurs the image . To get a clear picture of distant objects , astronomers use a technique called 'adaptive optics' . Deformable mirrors , controlled by computers , bend the light back to correct the distortion . Now , biologists are borrowing the same technique to take a closer look at the blood vessels of the brain . At the moment , functional MRI is one of the most popular imaging techniques for measuring blood flow in the brain . But it can only achieve a resolution of around 1 millimetre , and the tiniest capillaries measure less than a hundredth of a millimetre across . These tiny vessels can be examined surgically , or by injecting dyes into the bloodstream , but these techniques carry a risk . As a result , scientists can only use them in experimental animals . One solution is to look at the vessel network in the back of the eye . The retina is part of the brain and , because the eye is transparent , its blood supply is much easier to see . But imperfections in the eye bend light and blur images of the cells , just like the Earth's atmosphere blurs images of the stars . This is where adaptive optics comes in . Using this technique , it becomes possible to see single red blood cells . Combining adaptive optics with high-speed video could allow us to track cells through the whole network of blood vessels in the eye . At the moment , blood flow measurement techniques either focus on the very big vessels , or the very small ones; they cannot get a complete picture of the whole interconnected system . Now , Joseph et al . have combined adaptive optics , ultrafast imaging , and a new algorithm to view the whole blood vessel network in the eye of a mouse . The new method can automatically measure single blood cells , even when they are moving at their highest possible speed . It can capture the full range of retinal vessels , from the smallest capillaries to the largest arteries and veins . And , by tracking millions of cells at a time , it can reveal how the pressure wave of the blood changes with each beat of the heart . The slightest disruption in blood flow to the brain can cause irreversible damage . So , measuring blood flow is crucial to understanding what happens when things go wrong . This new method is not invasive and uses safe levels of near-infrared light which the retina cannot see , making it safe to use in humans . Joseph et al . have already started their first studies in humans , and the baseline data they have obtained for healthy mice also provides a starting point for comparison with mice with genetic mutations or disease .",,
exp2_human_063,exp2_elife_002_af_0178,eLife,exp2_elife_002,"Scripts, data files, and workflows used to create the ChIP-Seq figures can be found on the github repository at https://github.com/AlastairKerr/Hinshaw2015.",False,,False,"This fact is a technical detail about data and code availability, which is not necessary for lay readers to understand the study's main findings or implications.","DNA replication copies the genetic information contained in a cell's chromosomes . A ring-like protein complex , cohesin , holds together each pair of newly-replicated chromosomes , known as ‘sister chromatids’ . When the cell divides , cohesin is cleaved; this allows sister chromatids to separate , so that each daughter cell receives one member of each sister chromatid pair and thereby inherits a full complement of genes . Defects in this process result in severe developmental abnormalities . Moreover , the genes that underlie this process are among the most frequently mutated in cancer . Cohesin is enriched at centromeres: the chromosomal points of attachment to the apparatus ( called the ‘mitotic spindle’ ) that segregates the sister chromatids into the daughter cells . The protein complex that loads cohesin onto chromosomes determines this preferential localization . The two components of the loading complex , Scc2 and Scc4 , associate as a 1:1 pair . Hinshaw et al . used a technique called X-ray crystallography to determine the structure of Scc4 bound with a large fragment of Scc2 . The result showed that the elongated Scc4 twists around the fragment of Scc2 , forming an extended groove . Scc2 snakes through the Scc4 groove and emerges at both ends . Hinshaw et al . then performed a series of experiments in yeast cells to probe how Scc4 determines the location at which cohesin loads onto chromosomes . These experiments revealed that a region on the surface of Scc4 targets both Scc4 and Scc2 to centromeres . The amino-acid sequence of this centromere-targeting patch on the surface of Scc4 is conserved across species . Thus , the mechanism by which Scc4 localizes cohesin to centromeres may be similar in all eukaryotic organisms .",,
exp2_human_064,exp2_elife_004_af_0030,eLife,exp2_elife_004,"Three chemo-naive endometrial tumors, each deficient for MLH1, MSH2, or MSH6, and two MMR-proficient endometrial tumors were selected for sequencing.",False,,False,This fact provides technical detail about sample selection and specific gene deficiencies that is too fine-grained for a lay summary and would likely be compressed into a broader description of the study's approach.,"Before a cell divides , it must first copy all of its genetic material . Any mistakes that are made during this process are called mutations . Mutations can give rise to new traits but are mostly harmful to the cells , or cause cancer; therefore , cells have evolved tools that can efficiently spot these mistakes and repair them . One of the main tools is called mismatch repair ( MMR ) . Defects in the cell's mismatch repair tools can wreak havoc as this allows many mutations to accumulate . Zhao et al . looked at the genomes of tumors where mismatch repair was not working properly to see what makes these ‘MMR-deficient tumors’ different from other tumors . This revealed that MMR-deficient tumors have similar patterns of mutations to those seen in egg and sperm cells . This was unexpected and suggests that mutations that are not corrected by mismatch repair are an important source of the genetic differences found between different humans , and between humans and their ancestors . Identifying cancerous tumors that are MMR-deficient is vital , as these tumors tend not to respond to commonly used cancer treatments . However , current clinical methods to identify MMR-deficient tumors often fail or produce results that are difficult to interpret . MMR-deficient tumors commonly contain mutations called indels , where short fragments of DNA are inserted or deleted into longer DNA sequences . Zhao et al . have found 59 indels that can be used to detect MMR-deficient tumors , where each indel had been identified in several tumors taken from different tissues . This new approach allowed MMR-deficiency to be identified in several types of tumor , including colon and ovarian cancers , with greater sensitivity and accuracy than the existing methods . Zhao et al . also found that the indels in MMR-deficient tumors reduce the ability of the tumors to repair a type of DNA damage called double-strand breaks . In these , both strands of DNA that make up the double helix are broken and the DNA chain is severed . As this kind of damage is very harmful to a cell , making more double-strand breaks could therefore form part of a more effective treatment against MMR-deficient tumors; further research is needed to investigate this possibility .",,
exp2_human_065,exp2_plos_004_af_0005,PLOS,exp2_plos_004,Twenty dynein-specific suppressor genes were isolated and characterized in Caenorhabditis elegans.,True,We determined that 20 of the 49 genes we identified specifically influenced the viability of dynein mutant strains but not the viability of other C . elegans mutants .,False,"The specific number and technical detail about isolating and characterizing twenty dynein-specific suppressor genes in C. elegans is too fine-grained and technical for a lay summary, and would likely be compressed into a broader statement about identifying genetic suppressors relevant to the study's main message.","Microtubules and microtubule-dependent motor proteins segregate chromosomes during mitosis and also promote cellular organization in nondividing cells . An essential motor protein complex called cytoplasmic dynein powers many aspects of microtubule-dependent transport , but it is currently unclear how dynein is regulated such that it can execute different processes . We have performed a genome-wide screen to isolate genes that are involved in dynein-dependent processes . We determined that 20 of the 49 genes we identified specifically influenced the viability of dynein mutant strains but not the viability of other C . elegans mutants . Many of the proteins that specifically influence dynein localized to subcellular sites where the dynein heavy chain has been reported by others to be found . Additionally , we identified four dynein components that appear to negatively regulate the force-generating dynein heavy chain . The identification and initial characterization of this group of genes represents a route to identify genes that are not themselves essential but do participate in essential processes .",,
exp2_human_066,exp2_elife_001_af_0005,eLife,exp2_elife_001,Tonic firing was observed in Purkinje neurons at depolarized membrane potentials.,True,"Neurons in the ‘up’ state produced tonic pulses , while neurons in the ‘down’ state produced short bursts of activity with the help of an ion channel called AMPAR .",False,"This is a technical detail about neuronal firing patterns at specific membrane potentials, which is unlikely to be central to a lay summary unless the study's main message directly hinges on this mechanism; otherwise, it would be compressed or omitted in favor of broader findings.","Ever wonder how you keep your balance ? This is something that we learn to do as toddlers , and it involves the coordinated effort of various muscles in the body . An area at the base of the brain called the cerebellum controls this effort , and synchronizes our muscles by sending messages in the form of electrical signals along cells called Purkinje neurons . These signals consist of steady ‘tonic’ activity or short ‘bursts’ of activity . Previous studies in unconscious mammals suggest that these neurons can spontaneously switch between the two types of electrical signals . However , it is not clear whether this switch occurs in awake animals , or how these nerve activities control muscle movements . It is technically challenging to record the voltage of single Purkinje neurons of conscious rodents , so Sengupta and Thirumalai avoided this problem by using zebrafish larvae instead . These larvae are small , transparent and lack a skull , which makes it possible to record the activity of the cerebellum using tiny glass electrodes . The experiments show that even when the larvae are awake , the Purkinje cells produce either spontaneous bursts or tonic activity and they can readily switch between the two . The switch is controlled in part by the voltage on the neurons' surface . A positive voltage is called the ‘up’ state , while a negative voltage is dubbed the ‘down’ state . Neurons in the ‘up’ state produced tonic pulses , while neurons in the ‘down’ state produced short bursts of activity with the help of an ion channel called AMPAR . Cells called motor neurons in the spinal cord carry the final command from the nervous system to the muscles . Sengupta and Thirumalai recorded the activity of motor neurons and Purkinje neurons at the same time . This revealed that Purkinje neurons receive a copy of the motor command that goes to the muscle and produce short bursts of electrical activity in response . This effect required AMPAR activity , and was blocked by molecules that inhibit AMPAR . Furthermore , Sengupta and Thirumalai report that the timing of these short bursts with respect to the motor command changes from one Purkinje neuron to another . Future work will investigate how the Purkinje neurons receive and process the information in the motor command .",,
exp2_human_067,exp2_plos_002_af_0081,PLOS,exp2_plos_002,"Multi-single nucleotide polymorphism (multi-SNP) models, including both the k-nearest neighbors (KNN) model and the regularized linear model, are overall more robust than the single-SNP model and can outperform it for most genes.",False,,True,"This fact summarizes a core comparative finding about the effectiveness of different genetic models, which is central to understanding the study's main message for a lay audience interested in genetic prediction or analysis.","Variation in gene expression across different individuals has been found to play a role in susceptibility to different diseases . In addition , many genetic variants that are linked to changes in expression have been found to date . However , their joint ability to accurately predict these changes is not well understood and has rarely been evaluated . Here , we devise a method that uses multiple genetic variants to explain the variation in expression of genes across individuals . One important aspect of our method is its robustness , in that our predictions agree well between training and test sets . Thus , although the number of genes that could be explained is relatively small , the identity and quantitative degree to which genes can be predicted is known in advance . We also present an extension to our method that integrates different genomic annotations such as location of the genetic variant or its context to differentially weigh the genetic variants in our model and improve predictions . Finally , genes that are successfully predicted have , on average , higher expression and more variability across individuals , providing insight into the characteristics of the types of genes that can be predicted by our method .",,
exp2_human_068,exp2_plos_001_af_0018,PLOS,exp2_plos_001,The observed body deformations are a response to the combined internal (muscle/motor) and external (fluid) forcing which dictates the swimming behavior of a system.,True,It helps elucidate why flexible bodies can indeed be propelled forward by not only the internal muscular forcing but also by external fluid forces as reported earlier in which dead trout were found to swim in the wake of cylinder.,False,"This fact describes a general mechanistic detail about body deformations in response to internal and external forces, which is likely too technical and peripheral for a lay summary unless the study's main message specifically centers on this mechanism.","The damped harmonic oscillator framework has been applied to interrogate numerous engineering systems like the tuned mass damper used in power transmission , automobiles , and buildings to reduce vibrations . We apply the same framework to undulatory swimming to understand the emergence of movement due to muscular and/or environmental forcing . It helps elucidate why flexible bodies can indeed be propelled forward by not only the internal muscular forcing but also by external fluid forces as reported earlier in which dead trout were found to swim in the wake of cylinder . We show how forcing triggers the first few deformation modes of the swimmer similar to how the appropriate forcing triggers the fundamental deformation modes on a guitar string . We show how the lower deformation modes produce the best forward propulsion of the body . This insight reveals that swimming is viable for small enough frequencies of neuromuscular activation relative to the natural frequencies of the body and for sufficiently stiff elastic properties . Thus , these results identify the key mechanistic parameters that would have been crucial to the evolutionary emergence of swimming animals . The proposed framework can help understand neural control of movement in swimming as well as control of underwater vehicles .",,
exp2_human_069,exp2_plos_001_af_0001,PLOS,exp2_plos_001,A forced damped oscillation framework is applied to a chain-link model for undulatory swimming to understand how forcing leads to deformation and movement.,True,We apply the same framework to undulatory swimming to understand the emergence of movement due to muscular and/or environmental forcing.,False,"This fact describes a specific modeling framework and technical approach that is too detailed for a lay summary, which would more broadly state that researchers used modeling to understand movement rather than specifying the forced damped oscillation framework or chain-link model.","The damped harmonic oscillator framework has been applied to interrogate numerous engineering systems like the tuned mass damper used in power transmission , automobiles , and buildings to reduce vibrations . We apply the same framework to undulatory swimming to understand the emergence of movement due to muscular and/or environmental forcing . It helps elucidate why flexible bodies can indeed be propelled forward by not only the internal muscular forcing but also by external fluid forces as reported earlier in which dead trout were found to swim in the wake of cylinder . We show how forcing triggers the first few deformation modes of the swimmer similar to how the appropriate forcing triggers the fundamental deformation modes on a guitar string . We show how the lower deformation modes produce the best forward propulsion of the body . This insight reveals that swimming is viable for small enough frequencies of neuromuscular activation relative to the natural frequencies of the body and for sufficiently stiff elastic properties . Thus , these results identify the key mechanistic parameters that would have been crucial to the evolutionary emergence of swimming animals . The proposed framework can help understand neural control of movement in swimming as well as control of underwater vehicles .",,
exp2_human_070,exp2_elife_003_af_0013,eLife,exp2_elife_003,"Understanding perfusion kinetics at the scale of single blood cells is critical to understanding the entire connected network, especially since blood flow dynamics are tightly linked to physiologically relevant neural loads.",True,"Combining adaptive optics with high-speed video could allow us to track cells through the whole network of blood vessels in the eye . At the moment , blood flow measurement techniques either focus on the very big vessels , or the very small ones; they cannot get a complete picture of the whole interconnected system .",True,"This fact provides essential background explaining why studying blood flow at the single-cell level matters for understanding the broader physiological context, which is likely necessary for lay readers to grasp the study's motivation and relevance.","The magical twinkling of the night sky is actually the result of imperfections in Earth's atmosphere . Turbulence in the air distorts the light as it passes through , causing it to bend , which blurs the image . To get a clear picture of distant objects , astronomers use a technique called 'adaptive optics' . Deformable mirrors , controlled by computers , bend the light back to correct the distortion . Now , biologists are borrowing the same technique to take a closer look at the blood vessels of the brain . At the moment , functional MRI is one of the most popular imaging techniques for measuring blood flow in the brain . But it can only achieve a resolution of around 1 millimetre , and the tiniest capillaries measure less than a hundredth of a millimetre across . These tiny vessels can be examined surgically , or by injecting dyes into the bloodstream , but these techniques carry a risk . As a result , scientists can only use them in experimental animals . One solution is to look at the vessel network in the back of the eye . The retina is part of the brain and , because the eye is transparent , its blood supply is much easier to see . But imperfections in the eye bend light and blur images of the cells , just like the Earth's atmosphere blurs images of the stars . This is where adaptive optics comes in . Using this technique , it becomes possible to see single red blood cells . Combining adaptive optics with high-speed video could allow us to track cells through the whole network of blood vessels in the eye . At the moment , blood flow measurement techniques either focus on the very big vessels , or the very small ones; they cannot get a complete picture of the whole interconnected system . Now , Joseph et al . have combined adaptive optics , ultrafast imaging , and a new algorithm to view the whole blood vessel network in the eye of a mouse . The new method can automatically measure single blood cells , even when they are moving at their highest possible speed . It can capture the full range of retinal vessels , from the smallest capillaries to the largest arteries and veins . And , by tracking millions of cells at a time , it can reveal how the pressure wave of the blood changes with each beat of the heart . The slightest disruption in blood flow to the brain can cause irreversible damage . So , measuring blood flow is crucial to understanding what happens when things go wrong . This new method is not invasive and uses safe levels of near-infrared light which the retina cannot see , making it safe to use in humans . Joseph et al . have already started their first studies in humans , and the baseline data they have obtained for healthy mice also provides a starting point for comparison with mice with genetic mutations or disease .",,
exp2_human_071,exp2_elife_004_af_0220,eLife,exp2_elife_004,Microsatellite instability tumors in the advanced setting are generally associated with more peritoneal metastasis and worse overall survival independent of the chemotherapy regimen.,False,,True,"This fact is a core finding about the prognosis and metastatic pattern of microsatellite instability tumors in advanced disease, which is clinically relevant and central to understanding the study's implications for patients and the public.","Before a cell divides , it must first copy all of its genetic material . Any mistakes that are made during this process are called mutations . Mutations can give rise to new traits but are mostly harmful to the cells , or cause cancer; therefore , cells have evolved tools that can efficiently spot these mistakes and repair them . One of the main tools is called mismatch repair ( MMR ) . Defects in the cell's mismatch repair tools can wreak havoc as this allows many mutations to accumulate . Zhao et al . looked at the genomes of tumors where mismatch repair was not working properly to see what makes these ‘MMR-deficient tumors’ different from other tumors . This revealed that MMR-deficient tumors have similar patterns of mutations to those seen in egg and sperm cells . This was unexpected and suggests that mutations that are not corrected by mismatch repair are an important source of the genetic differences found between different humans , and between humans and their ancestors . Identifying cancerous tumors that are MMR-deficient is vital , as these tumors tend not to respond to commonly used cancer treatments . However , current clinical methods to identify MMR-deficient tumors often fail or produce results that are difficult to interpret . MMR-deficient tumors commonly contain mutations called indels , where short fragments of DNA are inserted or deleted into longer DNA sequences . Zhao et al . have found 59 indels that can be used to detect MMR-deficient tumors , where each indel had been identified in several tumors taken from different tissues . This new approach allowed MMR-deficiency to be identified in several types of tumor , including colon and ovarian cancers , with greater sensitivity and accuracy than the existing methods . Zhao et al . also found that the indels in MMR-deficient tumors reduce the ability of the tumors to repair a type of DNA damage called double-strand breaks . In these , both strands of DNA that make up the double helix are broken and the DNA chain is severed . As this kind of damage is very harmful to a cell , making more double-strand breaks could therefore form part of a more effective treatment against MMR-deficient tumors; further research is needed to investigate this possibility .",,
exp2_human_072,exp2_elife_004_af_0095,eLife,exp2_elife_004,Cytosine:guanine homopolymers are less likely to accumulate insertions and deletions (indels) in mismatch repair (MMR)-deficient tumors.,False,,False,"This is a fine-grained, sequence-level mechanistic detail about specific DNA motifs that is unlikely to be central to a lay summary's main message and would typically be omitted or generalized in expert lay communication.","Before a cell divides , it must first copy all of its genetic material . Any mistakes that are made during this process are called mutations . Mutations can give rise to new traits but are mostly harmful to the cells , or cause cancer; therefore , cells have evolved tools that can efficiently spot these mistakes and repair them . One of the main tools is called mismatch repair ( MMR ) . Defects in the cell's mismatch repair tools can wreak havoc as this allows many mutations to accumulate . Zhao et al . looked at the genomes of tumors where mismatch repair was not working properly to see what makes these ‘MMR-deficient tumors’ different from other tumors . This revealed that MMR-deficient tumors have similar patterns of mutations to those seen in egg and sperm cells . This was unexpected and suggests that mutations that are not corrected by mismatch repair are an important source of the genetic differences found between different humans , and between humans and their ancestors . Identifying cancerous tumors that are MMR-deficient is vital , as these tumors tend not to respond to commonly used cancer treatments . However , current clinical methods to identify MMR-deficient tumors often fail or produce results that are difficult to interpret . MMR-deficient tumors commonly contain mutations called indels , where short fragments of DNA are inserted or deleted into longer DNA sequences . Zhao et al . have found 59 indels that can be used to detect MMR-deficient tumors , where each indel had been identified in several tumors taken from different tissues . This new approach allowed MMR-deficiency to be identified in several types of tumor , including colon and ovarian cancers , with greater sensitivity and accuracy than the existing methods . Zhao et al . also found that the indels in MMR-deficient tumors reduce the ability of the tumors to repair a type of DNA damage called double-strand breaks . In these , both strands of DNA that make up the double helix are broken and the DNA chain is severed . As this kind of damage is very harmful to a cell , making more double-strand breaks could therefore form part of a more effective treatment against MMR-deficient tumors; further research is needed to investigate this possibility .",,
exp2_human_073,exp2_plos_005_af_0049,PLOS,exp2_plos_005,"NtARL8 co-purified with the 180K-FS protein from the solubilized membranes but not from the 15,000 x g supernatant of the extract of ToMV-180FS-GFP-infected and evacuolated protoplasts.",False,,False,"This fact describes a specific technical detail about protein co-purification and subcellular fractionation that is too fine-grained and methodological for a lay summary, and would likely be compressed into a broader statement about protein interaction or localization if relevant to the main message.","Many important pathogens of plants , animals , and humans are positive-strand RNA viruses . They replicate via complementary RNA in replication complexes formed on host intracellular membranes . In the replication process , not only viral replication proteins but also host factors play important roles . Although many host factors whose knockdown affects the multiplication of positive-strand RNA viruses have been identified , the function of each host factor in virus multiplication is only poorly understood in most instances . In this paper , we show that a host small GTP-binding protein ARL8 is required for the multiplication of Tomato mosaic virus ( ToMV ) , and that it forms a complex with ToMV replication proteins and another essential host factor TOM1 that is a seven-pass transmembrane protein . We further demonstrate that the replication proteins acquire the ability to synthesize negative-strand ToMV RNA and RNA 5′ cap only in the presence of both TOM1 and ARL8 . The replication proteins of ToMV are multifunctional proteins that participate in RNA replication on membranes and RNA silencing suppression in the cytosol . Our results suggest that ToMV replication proteins are programmed to express their replication-related activities only on membranes through interactions with these host membrane proteins .",,
exp2_human_074,exp2_elife_001_af_0105,eLife,exp2_elife_001,"Purkinje neurons have two stable states: tonic spiking occurs in the ‘up’ state, and when the neurons are in the ‘down’ state, AMPA receptor-mediated synaptic inputs can toggle the cell to ‘up’ states, thus generating bursts.",True,"The experiments show that even when the larvae are awake , the Purkinje cells produce either spontaneous bursts or tonic activity and they can readily switch between the two . The switch is controlled in part by the voltage on the neurons' surface . A positive voltage is called the ‘up’ state , while a negative voltage is dubbed the ‘down’ state . Neurons in the ‘up’ state produced tonic pulses , while neurons in the ‘down’ state produced short bursts of activity with the help of an ion channel called AMPAR .",False,"This fact describes detailed electrophysiological states and receptor mechanisms in Purkinje neurons, which is too technical and fine-grained for a lay summary unless the study's main message directly hinges on this specific mechanism.","Ever wonder how you keep your balance ? This is something that we learn to do as toddlers , and it involves the coordinated effort of various muscles in the body . An area at the base of the brain called the cerebellum controls this effort , and synchronizes our muscles by sending messages in the form of electrical signals along cells called Purkinje neurons . These signals consist of steady ‘tonic’ activity or short ‘bursts’ of activity . Previous studies in unconscious mammals suggest that these neurons can spontaneously switch between the two types of electrical signals . However , it is not clear whether this switch occurs in awake animals , or how these nerve activities control muscle movements . It is technically challenging to record the voltage of single Purkinje neurons of conscious rodents , so Sengupta and Thirumalai avoided this problem by using zebrafish larvae instead . These larvae are small , transparent and lack a skull , which makes it possible to record the activity of the cerebellum using tiny glass electrodes . The experiments show that even when the larvae are awake , the Purkinje cells produce either spontaneous bursts or tonic activity and they can readily switch between the two . The switch is controlled in part by the voltage on the neurons' surface . A positive voltage is called the ‘up’ state , while a negative voltage is dubbed the ‘down’ state . Neurons in the ‘up’ state produced tonic pulses , while neurons in the ‘down’ state produced short bursts of activity with the help of an ion channel called AMPAR . Cells called motor neurons in the spinal cord carry the final command from the nervous system to the muscles . Sengupta and Thirumalai recorded the activity of motor neurons and Purkinje neurons at the same time . This revealed that Purkinje neurons receive a copy of the motor command that goes to the muscle and produce short bursts of electrical activity in response . This effect required AMPAR activity , and was blocked by molecules that inhibit AMPAR . Furthermore , Sengupta and Thirumalai report that the timing of these short bursts with respect to the motor command changes from one Purkinje neuron to another . Future work will investigate how the Purkinje neurons receive and process the information in the motor command .",,
exp2_human_075,exp2_elife_002_af_0097,eLife,exp2_elife_002,"The pathway that targets cohesin to centromeres requires Scc4 residues that are, in some cases, invariant across diverse eukaryotes.",True,The amino-acid sequence of this centromere-targeting patch on the surface of Scc4 is conserved across species.,False,This fact is a fine-grained mechanistic and evolutionary detail about specific protein residues that is unlikely to be central to a lay summary's main message or necessary for lay understanding.,"DNA replication copies the genetic information contained in a cell's chromosomes . A ring-like protein complex , cohesin , holds together each pair of newly-replicated chromosomes , known as ‘sister chromatids’ . When the cell divides , cohesin is cleaved; this allows sister chromatids to separate , so that each daughter cell receives one member of each sister chromatid pair and thereby inherits a full complement of genes . Defects in this process result in severe developmental abnormalities . Moreover , the genes that underlie this process are among the most frequently mutated in cancer . Cohesin is enriched at centromeres: the chromosomal points of attachment to the apparatus ( called the ‘mitotic spindle’ ) that segregates the sister chromatids into the daughter cells . The protein complex that loads cohesin onto chromosomes determines this preferential localization . The two components of the loading complex , Scc2 and Scc4 , associate as a 1:1 pair . Hinshaw et al . used a technique called X-ray crystallography to determine the structure of Scc4 bound with a large fragment of Scc2 . The result showed that the elongated Scc4 twists around the fragment of Scc2 , forming an extended groove . Scc2 snakes through the Scc4 groove and emerges at both ends . Hinshaw et al . then performed a series of experiments in yeast cells to probe how Scc4 determines the location at which cohesin loads onto chromosomes . These experiments revealed that a region on the surface of Scc4 targets both Scc4 and Scc2 to centromeres . The amino-acid sequence of this centromere-targeting patch on the surface of Scc4 is conserved across species . Thus , the mechanism by which Scc4 localizes cohesin to centromeres may be similar in all eukaryotic organisms .",,
exp2_human_076,exp2_plos_003_af_0004,PLOS,exp2_plos_003,"Functional mode analysis detects the collective motion that is maximally correlated to a functional quantity, based on an ensemble of structures and an arbitrary functional quantity that quantifies the functional state of the protein.",True,"Therefore , we propose a novel technique termed “functional mode analysis” that , based on an ensemble of structures , aims to detect a collective motion that is directly related to a particular protein function . From the given set of protein structures , together with a “functional quantity” , the technique seeks the collective motion that is maximally correlated to the functional quantity .",False,"This fact describes a technical methodological detail about functional mode analysis that is too specific and technical for a lay summary, and is unlikely to be necessary for understanding the study's main message or findings.","Proteins are flexible nanomachines that frequently accomplish their biological function by collective atomic motions . Such motions may be characterized by hinge , shear , or rotational motions of entire protein domains , loop movements , or subtle rearrangements of amino acid side chains . In many cases it is far from obvious how collective motions are related to a particular biological task . Therefore , we propose a novel technique termed “functional mode analysis” that , based on an ensemble of structures , aims to detect a collective motion that is directly related to a particular protein function . From the given set of protein structures , together with a “functional quantity” , the technique seeks the collective motion that is maximally correlated to the functional quantity . The chosen functional quantity can be quite general; typical examples could include the openness of a channel , active site geometry , or cleft solvent accessibility . Because the proposed framework is highly general , we expect the approach to be useful to a wide range of applications . To illustrate the new technique , we apply functional mode analysis to molecular dynamics trajectories of a polyalanine-helix , bacteriophage T4 lysozyme , Trp-cage , and Leucine-binding protein .",,
exp2_human_077,exp2_plos_001_af_0126,PLOS,exp2_plos_001,Eq. (24) indicates that there must be anisotropy in drag for the body to swim.,False,,False,This fact references a specific equation and discusses a technical physical principle (anisotropy in drag) at a level of detail that is too technical for a lay summary and is unlikely to be central to the main narrative for non-specialists.,"The damped harmonic oscillator framework has been applied to interrogate numerous engineering systems like the tuned mass damper used in power transmission , automobiles , and buildings to reduce vibrations . We apply the same framework to undulatory swimming to understand the emergence of movement due to muscular and/or environmental forcing . It helps elucidate why flexible bodies can indeed be propelled forward by not only the internal muscular forcing but also by external fluid forces as reported earlier in which dead trout were found to swim in the wake of cylinder . We show how forcing triggers the first few deformation modes of the swimmer similar to how the appropriate forcing triggers the fundamental deformation modes on a guitar string . We show how the lower deformation modes produce the best forward propulsion of the body . This insight reveals that swimming is viable for small enough frequencies of neuromuscular activation relative to the natural frequencies of the body and for sufficiently stiff elastic properties . Thus , these results identify the key mechanistic parameters that would have been crucial to the evolutionary emergence of swimming animals . The proposed framework can help understand neural control of movement in swimming as well as control of underwater vehicles .",,
exp2_human_078,exp2_elife_005_af_0094,eLife,exp2_elife_005,"In most African groups, the most significant f3 statistic includes either the Ju/’hoansi or a 1000 Genomes Project European source (GBR, CEU, FIN, or TSI).",False,,False,"This fact is a technical detail about a specific statistical result and the populations used, which is too fine-grained and methodological for a lay summary and would likely be compressed into a broader statement about genetic relationships or ancestry patterns.","Our genomes contain a record of historical events . This is because when groups of people are separated for generations , the DNA sequence in the two groups’ genomes will change in different ways . Looking at the differences in the genomes of people from the same population can help researchers to understand and reconstruct the historical interactions that brought their ancestors together . The mixing of two populations that were previously separate is known as admixture . Africa as a continent has few written records of its history . This means that it is somewhat unknown which important movements of people in the past generated the populations found in modern-day Africa . Busby et al . have now attempted to use DNA to look into this and reconstruct the last 4000 years of genetic history in African populations . As has been shown in other regions of the world , the new analysis showed that all African populations are the result of historical admixture events . However , Busby et al . could characterize these events to unprecedented level of detail . For example , multiple ethnic groups from The Gambia and Mali all show signs of sharing the same set of ancestors from West Africa , Europe and Asia who mixed around 2000 years ago . Evidence of a migration of people from Central West Africa , known as the Bantu expansion , could also be detected , and was shown to carry genes to the south and east . An important next step will be to now look at the consequences of the observed gene-flow , and ask if it has contributed to spreading beneficial , or detrimental , mutations around Africa .",,
exp2_human_079,exp2_plos_005_af_0009,PLOS,exp2_plos_005,"In an in vitro Tomato mosaic virus (ToMV) RNA translation-replication system, the lack of either TOM1 or ARL8 proteins inhibited the production of replicative-form RNA.",True,We further demonstrate that the replication proteins acquire the ability to synthesize negative-strand ToMV RNA and RNA 5′ cap only in the presence of both TOM1 and ARL8.,False,"This fact is a technical detail about an in vitro system and specific protein requirements that is too fine-grained for a lay summary, which would likely only mention that certain host proteins are necessary for viral replication in general terms.","Many important pathogens of plants , animals , and humans are positive-strand RNA viruses . They replicate via complementary RNA in replication complexes formed on host intracellular membranes . In the replication process , not only viral replication proteins but also host factors play important roles . Although many host factors whose knockdown affects the multiplication of positive-strand RNA viruses have been identified , the function of each host factor in virus multiplication is only poorly understood in most instances . In this paper , we show that a host small GTP-binding protein ARL8 is required for the multiplication of Tomato mosaic virus ( ToMV ) , and that it forms a complex with ToMV replication proteins and another essential host factor TOM1 that is a seven-pass transmembrane protein . We further demonstrate that the replication proteins acquire the ability to synthesize negative-strand ToMV RNA and RNA 5′ cap only in the presence of both TOM1 and ARL8 . The replication proteins of ToMV are multifunctional proteins that participate in RNA replication on membranes and RNA silencing suppression in the cytosol . Our results suggest that ToMV replication proteins are programmed to express their replication-related activities only on membranes through interactions with these host membrane proteins .",,
